,Disease,ID,Symptoms
1938,Malignant brain tumour (cancerous),187,an ependymoma develops from the cells that line the cavities in the brain
1939,Malnutrition,188,29% of people admitted to hospital are malnourished
1940,Malnutrition,188,35% of people admitted to care homes are malnourished
1941,Malnutrition,188,"12% of people aged 65 and over, living at home in the community are malnourished"
1942,Malnutrition,188,"cancer and liver disease that can cause a lack of appetite, persistent pain or nausea"
1943,Malnutrition,188,"COPD, pulmonary fibrosis and emphysema, which can increase your calorie requirements and reduce your appetite"
1944,Malnutrition,188,"mental health illness, such as depression or schizophrenia, which may affect your ability to look after yourself"
1945,Malnutrition,188,"Crohn's disease, ulcerative colitis or cystic fibrosis that disrupt your body’s ability to digest food or absorb nutrients"
1946,Malnutrition,188,"burns, fractures and post major surgery, due to increased demand for nutrients"
1947,Malnutrition,188,"dementia – people with dementia may be unable to communicate their needs when it comes to eating, may use up a lot of calories pacing or may experience a loss of appetite"
1948,Malnutrition,188,dysphagia – a condition that makes swallowing difficult or painful and can mean that only certain consistencies of foods and drinks (known as International Dysphagia Diet Standardisation Initiative levels) can be taken
1949,Malnutrition,188,persistent vomiting or diarrhoea
1950,Malnutrition,188,"if your teeth are in a poor condition, if your dentures do not fit properly, or if you have a sore mouth, eating can be difficult or painful"
1951,Malnutrition,188,you may lose your appetite as a result of losing your sense of smell and taste
1952,Malnutrition,188,you may have a physical disability or other impairment that makes it difficult for you to cook or shop for food yourself.
1953,Malnutrition,188,living alone and being socially isolated
1954,Malnutrition,188,having limited knowledge about nutrition or cooking
1955,Malnutrition,188,reduced mobility
1956,Malnutrition,188,alcohol or drug use
1957,Malnutrition,188,low income or poverty
1958,Malnutrition,188,reliance on food banks
1959,Malnutrition,188,loss of appetite and lack of interest in food and/or fluids
1960,Malnutrition,188,"unplanned weight loss – clothing, rings, watches or dentures may become loose"
1961,Malnutrition,188,tiredness or low energy levels
1962,Malnutrition,188,"reduced ability to perform everyday tasks – for example, showering, getting dressed or cooking"
1963,Malnutrition,188,"reduced muscle strength – for example, not being able to walk as far or as fast as usual"
1964,Malnutrition,188,changes in mood – malnutrition can be associated with lethargy and depression
1965,Malnutrition,188,poor concentration
1966,Malnutrition,188,poor growth in children
1967,Malnutrition,188,"increased risk of infection, recurrent infections, taking longer to recover and poor wound healing"
1968,Malnutrition,188,difficulty keeping warm
1969,Malnutrition,188,dizziness
1970,Measles,189,"cold-like symptoms, such as a runny nose, sneezing, and a cough"
1971,Measles,189,"sore, red eyes that may be sensitive to light"
1972,Measles,189,"a high temperature (fever), which may reach around 40C (104F)"
1973,Measles,189,small greyish-white spots on the inside of the cheeks
1974,Meningitis,190,a high temperature (fever) over 37.5C (99.5F)
1975,Meningitis,190,being sick
1976,Meningitis,190,a headache
1977,Meningitis,190,a blotchy rash that doesn't fade when a glass is rolled over it (this won't always develop)
1978,Meningitis,190,a stiff neck
1979,Meningitis,190,a dislike of bright lights
1980,Meningitis,190,drowsiness or unresponsiveness
1981,Meningitis,190,seizures (fits)
1982,Meningitis,190,sneezing
1983,Meningitis,190,coughing
1984,Meningitis,190,kissing
1985,Meningitis,190,"sharing utensils, cutlery and toothbrushes"
1986,Meningitis,190,"meningitis B vaccine – offered to babies aged 8 weeks, followed by a second dose at 16 weeks, and a booster at 1 year"
1987,Meningitis,190,"6-in-1 vaccine – offered to babies at 8, 12 and 16 weeks of age"
1988,Meningitis,190,pneumococcal vaccine – offered to babies at 12 weeks and between 12 and 13 months old
1989,Meningitis,190,"meningitis C vaccine – offered at 12 weeks of age, 1 year"
1990,Meningitis,190,MMR vaccine – offered to babies at 1 year and a second dose at 3 years and 4 months
1991,Meningitis,190,"meningitis ACWY vaccine – offered to teenagers who are in S3 (around 14 years of age) at school. Young people who are in S4-S6 and missed the opportunity to get immunised last year, may also get the vaccine at school this year"
1992,Meningitis,190,antibiotics given directly into a vein
1993,Meningitis,190,fluids given directly into a vein
1994,Meningitis,190,oxygen through a face mask
1995,Meningitis,190,"hearing loss or vision loss, which may be partial or total"
1996,Meningitis,190,problems with memory and concentration
1997,Meningitis,190,recurrent seizures (epilepsy)
1998,Meningitis,190,"co-ordination, movement and balance problems"
1999,Meningitis,190,loss of limbs – amputation of affected limbs is sometimes necessary
2000,Symptom may not be a bullet point,191,null
2001,Symptom may not be a bullet point,192,null
2002,Middle ear infection (otitis media),193,earache
2003,Middle ear infection (otitis media),193,a high temperature (fever)
2004,Middle ear infection (otitis media),193,being sick
2005,Middle ear infection (otitis media),193,a lack of energy
2006,Middle ear infection (otitis media),193,slight hearing loss - if the middle ear becomes filled with fluid
2007,Middle ear infection (otitis media),193,raised temperature
2008,Middle ear infection (otitis media),193,"pulling, tugging or rubbing their ear"
2009,Middle ear infection (otitis media),193,"irritability, poor feeding or restlessness at night"
2010,Middle ear infection (otitis media),193,coughing or a runny nose
2011,Middle ear infection (otitis media),193,"unresponsiveness to quiet sounds or other signs of difficulty hearing, such as inattentiveness"
2012,Middle ear infection (otitis media),193,loss of balance
2013,Middle ear infection (otitis media),193,symptoms showing no sign of improvement after two or three days
2014,Middle ear infection (otitis media),193,a lot of pain
2015,Middle ear infection (otitis media),193,"a discharge of pus or fluid from the ear – some people develop a persistent and painless ear discharge that lasts for many months, known as chronic suppurative otitis media"
2016,Middle ear infection (otitis media),193,"an underlying health condition, such as cystic fibrosis or congenital heart disease, which could make complications more likely"
2017,Middle ear infection (otitis media),193,the Eustachian tube is smaller in children than in adults
2018,Middle ear infection (otitis media),193,a child's adenoids are relatively much larger than an adults
2019,Middle ear infection (otitis media),193,having a cleft palate – a type of birth defect where a child has a split in the roof of their mouth
2020,Middle ear infection (otitis media),193,having Down's syndrome – a genetic condition that typically causes some level of learning disability and a characteristic range of physical features
2021,Middle ear infection (otitis media),193,make sure your child is up-to-date with their routine vaccinations – particularly the pneumococcal vaccine and the DTaP/IPV/Hib/HepB (6-in-1) vaccine
2022,Middle ear infection (otitis media),193,avoid exposing your child to smoky environments (passive smoking)
2023,Middle ear infection (otitis media),193,don't give your child a dummy once they're older than six to 12 months old
2024,Middle ear infection (otitis media),193,don't feed your child while they're lying flat on their back
2025,Middle ear infection (otitis media),193,"if possible, feed your baby with breast milk rather than formula milk"
2026,Middle ear infection (otitis media),193,the bones behind the ear (mastoiditis)
2027,Middle ear infection (otitis media),193,the inner ear (labyrinthitis)
2028,Middle ear infection (otitis media),193,the protective membranes surrounding the brain and spinal cord (meningitis)
2029,Migraine,194,nausea
2030,Migraine,194,vomiting
2031,Migraine,194,"increased sensitivity to light and sound – which is why many people with a migraine want to rest in a quiet, dark room"
2032,Migraine,194,sweating
2033,Migraine,194,poor concentration
2034,Migraine,194,feeling very hot or very cold
2035,Migraine,194,abdominal (tummy) pain
2036,Migraine,194,diarrhoea
2037,Migraine,194,dizziness (light headedness)
2038,Miscarriage,195,null
2039,Motor neurone disease (MND),196,"blood tests – these can be used for several reasons, like checking that organs are working, or to look for a marker of muscle damage (creatinine kinase)"
2040,Motor neurone disease (MND),196,magnetic resonance imaging (MRI) scan – to give a detailed picture of your brain and spinal cord
2041,Motor neurone disease (MND),196,"electromyography (EMG) – measures the electrical activity in your muscles, which shows how well your motor neurones are working and connecting to the muscles"
2042,Motor neurone disease (MND),196,nerve conduction test – similar to an EMG but measures how quickly your nerves can conduct an electrical signal
2043,Motor neurone disease (MND),196,lumbar puncture – a sample of spinal fluid might be tested to exclude an inflammatory or nerve condition caused by an infection
2044,Motor neurone disease (MND),196,"muscle biopsy – in rare cases, a small sample of muscle might be removed for testing to determine whether the problem lies in the muscles"
2045,Mouth cancer,197,red or white patches on the lining of your mouth or tongue
2046,Mouth cancer,197,ulcers
2047,Mouth cancer,197,a lump
2048,Mouth cancer,197,"oral malignant melanoma – where the cancer starts in cells called melanocytes, which help give skin its colour"
2049,Mouth cancer,197,adenocarcinomas – cancers that develop inside the salivary glands
2050,Mouth cancer,197,smoking or using products that contain tobacco
2051,Mouth cancer,197,drinking alcohol – smokers who are also heavy drinkers have a much higher risk compared to the population at large
2052,Mouth cancer,197,"infection with the human papilloma virus (HPV), the virus that causes genital warts"
2053,Mouth cancer,197,"surgery – where the cancerous cells are surgically removed and, in some cases, some of the surrounding tissue"
2054,Mouth cancer,197,chemotherapy – where powerful medications are used to kill cancerous cells
2055,Mouth cancer,197,radiotherapy – where high energy X-rays are used to kill cancerous cells
2056,Mouth cancer,197,not smoking
2057,Mouth cancer,197,keeping to the recommended limits for alcohol consumption
2058,Mouth cancer,197,"eating a 'Mediterranean-style diet', with plenty of fresh vegetables (particularly tomatoes), citrus fruits, olive oil and fish (read more about healthy eating)"
